player_name,salary,season,salary_mill,year
Matthew Dellavedova,1347276,2015-16,1.35,2015
Bobby Portis,1344120,2015-16,1.34,2015
Rondae Hollis-Jefferson,1335480,2015-16,1.34,2015
Alonzo Gee,1320000,2015-16,1.32,2015
Tim Hardaway Jr,1304520,2015-16,1.3,2015
Nikola Jokic,1300000,2015-16,1.3,2015
Shabazz Napier,1294440,2015-16,1.29,2015
Tyus Jones,1282080,2015-16,1.28,2015
Sasha Kaun,1276000,2015-16,1.28,2015
Cartier Martin,1270964,2015-16,1.27,2015
Brandon Rush,1270964,2015-16,1.27,2015
Luc Mbah a Moute,1270964,2015-16,1.27,2015
Reggie Bullock,1252400,2015-16,1.25,2015
Clint Capela,1242720,2015-16,1.24,2015
Jarell Martin,1230840,2015-16,1.23,2015
Andre Roberson,1210800,2015-16,1.21,2015
PJ Hairston,1201440,2015-16,1.2,2015
Boban Marjanovic,1200000,2015-16,1.2,2015
Tyler Hansbrough,1185784,2015-16,1.19,2015
Jeremy Evans,1185784,2015-16,1.19,2015
Rudy Gobert,1175880,2015-16,1.18,2015
Jordan Mickey,1170960,2015-16,1.17,2015
Archie Goodwin,1160160,2015-16,1.16,2015
CJ Wilcox,1159680,2015-16,1.16,2015
Larry Nance Jr,1155600,2015-16,1.16,2015
Chris Copeland,1150000,2015-16,1.15,2015
Damjan Rudez,1149500,2015-16,1.15,2015
RJ Hunter,1148640,2015-16,1.15,2015
Kyle Anderson,1142880,2015-16,1.14,2015
Chris McCullough,1140240,2015-16,1.14,2015
Josh Huestis,1140240,2015-16,1.14,2015
Kevon Looney,1131960,2015-16,1.13,2015
JaKarr Sampson,1103547,2015-16,1.1,2015
Cole Aldrich,1100602,2015-16,1.1,2015
Wesley Johnson,1100602,2015-16,1.1,2015
Luke Babbitt,1100602,2015-16,1.1,2015
Ishmael Smith,1100602,2015-16,1.1,2015
Garrett Temple,1100602,2015-16,1.1,2015
Glenn Robinson III,1100000,2015-16,1.1,2015
Ray McCallum,1076758,2015-16,1.08,2015
Richaun Holmes,1075000,2015-16,1.08,2015
Jared Cunningham,1039074,2015-16,1.04,2015
Jon Leuer,1035000,2015-16,1.03,2015
Donald Sloan,1015421,2015-16,1.02,2015
E'Twaun Moore,1015421,2015-16,1.02,2015
Joey Dorsey,1015421,2015-16,1.02,2015
James Anderson,1015421,2015-16,1.02,2015
Phil Pressey,1014142,2015-16,1.01,2015
Rakeem Christmas,1007026,2015-16,1.01,2015
Joseph Young,1007026,2015-16,1.01,2015
Walter Tavares,1000000,2015-16,1.0,2015
Montrezl Harrell,1000000,2015-16,1.0,2015
Robert Covington,1000000,2015-16,1.0,2015
Tim Frazier,989216,2015-16,0.99,2015
Robert Sacre,981358,2015-16,0.98,2015
John Jenkins,981349,2015-16,0.98,2015
Thomas Robinson,981348,2015-16,0.98,2015
Hassan Whiteside,981348,2015-16,0.98,2015
Quincy Acy,981348,2015-16,0.98,2015
Christapher Johnson,981348,2015-16,0.98,2015
Mike Muscala,947276,2015-16,0.95,2015
Troy Daniels,947276,2015-16,0.95,2015
Justin Holiday,947276,2015-16,0.95,2015
Gal Mekel,947276,2015-16,0.95,2015
Ian Clark,947276,2015-16,0.95,2015
Dewayne Dedmon,947276,2015-16,0.95,2015
Isaiah Canaan,947276,2015-16,0.95,2015
Hollis Thompson,947276,2015-16,0.95,2015
Allen Crabbe,947276,2015-16,0.95,2015
Seth Curry,947276,2015-16,0.95,2015
Jeff Withey,947276,2015-16,0.95,2015
James Ennis,944477,2015-16,0.94,2015
Elton Brand,890693,2015-16,0.89,2015
Damien Inglis,855000,2015-16,0.86,2015
Markel Brown,845059,2015-16,0.85,2015
Cameron Bairstow,845059,2015-16,0.85,2015
Dwight Powell,845059,2015-16,0.85,2015
Nick Johnson,845059,2015-16,0.85,2015
Spencer Dinwiddie,845059,2015-16,0.85,2015
James Michael McAdoo,845059,2015-16,0.85,2015
Shayne Whittington,845059,2015-16,0.85,2015
Tarik Black,845059,2015-16,0.85,2015
Jordan Clarkson,845059,2015-16,0.85,2015
Russ Smith,845059,2015-16,0.85,2015
JaMychal Green,845059,2015-16,0.85,2015
Tyler Johnson,845059,2015-16,0.85,2015
Johnny O'Bryant,845059,2015-16,0.85,2015
Jarnell Stokes,845059,2015-16,0.85,2015
Cleanthony Early,845059,2015-16,0.85,2015
Langston Galloway,845059,2015-16,0.85,2015
Devyn Marble,845059,2015-16,0.85,2015
Joe Harris,845059,2015-16,0.85,2015
Jerami Grant,845059,2015-16,0.85,2015
Eric Moreland,845059,2015-16,0.85,2015
Raul Neto,840000,2015-16,0.84,2015
Kostas Papanikolaou,800320,2015-16,0.8,2015
Pierre Jackson,750000,2015-16,0.75,2015
Norman Powell,650000,2015-16,0.65,2015
Jimmer Fredette,625167,2015-16,0.63,2015
Pat Connaughton,625093,2015-16,0.63,2015
Ryan Hollins,615906,2015-16,0.62,2015
Darrun Hilliard,600000,2015-16,0.6,2015
Lamar Patterson,525093,2015-16,0.53,2015
Willie Reed,525093,2015-16,0.53,2015
Aaron Harrison,525093,2015-16,0.53,2015
Cristiano Felicio,525093,2015-16,0.53,2015
Salah Mejri,525093,2015-16,0.53,2015
Maurice Ndour,525093,2015-16,0.53,2015
Branden Dawson,525093,2015-16,0.53,2015
Marcelo Huertas,525093,2015-16,0.53,2015
Anthony Brown,525093,2015-16,0.53,2015
Michael Frazier,525093,2015-16,0.53,2015
Josh Richardson,525093,2015-16,0.53,2015
TJ McConnell,525093,2015-16,0.53,2015
Cliff Alexander,525093,2015-16,0.53,2015
Luis Montero,525093,2015-16,0.53,2015
Duje Dukan,525093,2015-16,0.53,2015
Jonathon Simmons,525093,2015-16,0.53,2015
Treveon Graham,525093,2015-16,0.53,2015
Cory Jefferson,362878,2015-16,0.36,2015
Elijah Millsap,352936,2015-16,0.35,2015
Nazr Mohammed,352749,2015-16,0.35,2015
Jarell Eddie,349032,2015-16,0.35,2015
Christian Wood,339762,2015-16,0.34,2015
Sean Kilpatrick,320594,2015-16,0.32,2015
Michael Beasley,306526,2015-16,0.31,2015
Jorge Gutierrez,300899,2015-16,0.3,2015
Jeff Ayres,251890,2015-16,0.25,2015
Lorenzo Brown,222888,2015-16,0.22,2015
Andrew Goudelock,200600,2015-16,0.2,2015
Scottie Wilbekin,200000,2015-16,0.2,2015
Erick Green,199418,2015-16,0.2,2015
Greg Smith,197111,2015-16,0.2,2015
Jordan McRae,172971,2015-16,0.17,2015
Henry Sims,161633,2015-16,0.16,2015
Xavier Munford,123548,2015-16,0.12,2015
Jordan Hamilton,119461,2015-16,0.12,2015
Alan Williams,114284,2015-16,0.11,2015
Orlando Johnson,111444,2015-16,0.11,2015
Jonathan Holmes,100000,2015-16,0.1,2015
Justin Harper,99418,2015-16,0.1,2015
Bryce Cotton,99418,2015-16,0.1,2015
Alex Stepheson,92662,2015-16,0.09,2015
Chuck Hayes,70549,2015-16,0.07,2015
Axel Toupane,61775,2015-16,0.06,2015
Bryce Dejean-Jones,61775,2015-16,0.06,2015
Keith Appling,61775,2015-16,0.06,2015
Coty Clarke,61774,2015-16,0.06,2015
Briante Weber,61774,2015-16,0.06,2015
Elliot Williams,57726,2015-16,0.06,2015
Quincy Miller,50000,2015-16,0.05,2015
Thanasis Antetokounmpo,30887,2015-16,0.03,2015
JJ O'Brien,30887,2015-16,0.03,2015
Nate Robinson,26456,2015-16,0.03,2015
Dorell Wright,17637,2015-16,0.02,2015
John Holland,9266,2015-16,0.01,2015
LeBron James,30963450,2016-17,30.96,2016
Al Horford,26540100,2016-17,26.54,2016
Kevin Durant,26540100,2016-17,26.54,2016
James Harden,26540100,2016-17,26.54,2016
Mike Conley,26540100,2016-17,26.54,2016
Russell Westbrook,26540100,2016-17,26.54,2016
DeMar DeRozan,26540100,2016-17,26.54,2016
Dirk Nowitzki,25000000,2016-17,25.0,2016
Carmelo Anthony,24559380,2016-17,24.56,2016
Damian Lillard,24328425,2016-17,24.33,2016
Chris Bosh,23741060,2016-17,23.74,2016
Dwight Howard,23500000,2016-17,23.5,2016
Dwyane Wade,23200000,2016-17,23.2,2016
Chris Paul,22868827,2016-17,22.87,2016
Harrison Barnes,22116750,2016-17,22.12,2016
Andre Drummond,22116750,2016-17,22.12,2016
Chandler Parsons,22116750,2016-17,22.12,2016
Hassan Whiteside,22116750,2016-17,22.12,2016
Anthony Davis,22116750,2016-17,22.12,2016
Bradley Beal,22116750,2016-17,22.12,2016
Derrick Rose,21323252,2016-17,21.32,2016
Brook Lopez,21165675,2016-17,21.17,2016
Kevin Love,21165675,2016-17,21.17,2016
DeAndre Jordan,21165675,2016-17,21.17,2016
Marc Gasol,21165675,2016-17,21.17,2016
Nicolas Batum,20869566,2016-17,20.87,2016
LaMarcus Aldridge,20575005,2016-17,20.58,2016
Blake Griffin,20093064,2016-17,20.09,2016
Paul Millsap,20072033,2016-17,20.07,2016
Ryan Anderson,18735364,2016-17,18.74,2016
Allen Crabbe,18500000,2016-17,18.5,2016
Paul George,18100000,2016-17,18.1,2016
Luol Deng,18000000,2016-17,18.0,2016
Kyrie Irving,17638063,2016-17,17.64,2016
Kawhi Leonard,17638063,2016-17,17.64,2016
Jimmy Butler,17552209,2016-17,17.55,2016
Tobias Harris,17200000,2016-17,17.2,2016
Wesley Matthews,17145838,2016-17,17.15,2016
Greg Monroe,17145838,2016-17,17.15,2016
Enes Kanter,17145838,2016-17,17.15,2016
Joakim Noah,17000000,2016-17,17.0,2016
Evan Fournier,17000000,2016-17,17.0,2016
Bismack Biyombo,17000000,2016-17,17.0,2016
Klay Thompson,16663575,2016-17,16.66,2016
Evan Turner,16393443,2016-17,16.39,2016
Gordon Hayward,16073140,2016-17,16.07,2016
Timofey Mozgov,16000000,2016-17,16.0,2016
Ian Mahinmi,16000000,2016-17,16.0,2016
Goran Dragic,15891725,2016-17,15.89,2016
DeMarcus Cousins,15756438,2016-17,15.76,2016
John Wall,15756438,2016-17,15.76,2016
Kent Bazemore,15730337,2016-17,15.73,2016
Pau Gasol,15500000,2016-17,15.5,2016
Tristan Thompson,15330435,2016-17,15.33,2016
Draymond Green,15330435,2016-17,15.33,2016
Khris Middleton,15200000,2016-17,15.2,2016
Danilo Gallinari,15050000,2016-17,15.05,2016
Jeff Green,15000000,2016-17,15.0,2016
Reggie Jackson,14956522,2016-17,14.96,2016
Deron Williams,14885520,2016-17,14.89,2016
Tony Parker,14445313,2016-17,14.45,2016
Jonas Valanciunas,14382023,2016-17,14.38,2016
DeMarre Carroll,14200000,2016-17,14.2,2016
Rajon Rondo,14000000,2016-17,14.0,2016
Eric Bledsoe,14000000,2016-17,14.0,2016
Manu Ginobili,14000000,2016-17,14.0,2016
Ricky Rubio,13400000,2016-17,13.4,2016
Rudy Gay,13333333,2016-17,13.33,2016
Jamal Crawford,13253012,2016-17,13.25,2016
Robin Lopez,13219250,2016-17,13.22,2016
Michael Kidd-Gilchrist,13000000,2016-17,13.0,2016
JR Smith,12800000,2016-17,12.8,2016
Brandon Knight,12606250,2016-17,12.61,2016
Jordan Clarkson,12500000,2016-17,12.5,2016
Arron Afflalo,12500000,2016-17,12.5,2016
Tyson Chandler,12415000,2016-17,12.42,2016
Miles Plumlee,12400000,2016-17,12.4,2016
Eric Gordon,12385665,2016-17,12.39,2016
John Henson,12267606,2016-17,12.27,2016
Marvin Williams,12250000,2016-17,12.25,2016
Serge Ibaka,12250000,2016-17,12.25,2016
Stephen Curry,12112359,2016-17,12.11,2016
Nikola Pekovic,12100000,2016-17,12.1,2016
Kenneth Faried,12078652,2016-17,12.08,2016
Thaddeus Young,12078652,2016-17,12.08,2016
Amir Johnson,12000000,2016-17,12.0,2016
Kemba Walker,12000000,2016-17,12.0,2016
Kyle Lowry,12000000,2016-17,12.0,2016
Marcin Gortat,12000000,2016-17,12.0,2016
Nikola Vucevic,11750000,2016-17,11.75,2016
Solomon Hill,11709603,2016-17,11.71,2016
Jeremy Lin,11483254,2016-17,11.48,2016
Andrew Bogut,11410378,2016-17,11.41,2016
Courtney Lee,11242000,2016-17,11.24,2016
Wilson Chandler,11233146,2016-17,11.23,2016
Andre Iguodala,11131368,2016-17,11.13,2016
Derrick Favors,11050000,2016-17,11.05,2016
Austin Rivers,11000000,2016-17,11.0,2016
Jrue Holiday,11000000,2016-17,11.0,2016
Joe Johnson,11000000,2016-17,11.0,2016
Jon Leuer,10991957,2016-17,10.99,2016
Anderson Varejao,10851659,2016-17,10.85,2016
Monta Ellis,10763500,2016-17,10.76,2016
Mirza Teletovic,10500000,2016-17,10.5,2016
Jared Dudley,10470000,2016-17,10.47,2016
Al Jefferson,10230179,2016-17,10.23,2016
Tyreke Evans,10203755,2016-17,10.2,2016
Zach Randolph,10000000,2016-17,10.0,2016
Terrence Ross,10000000,2016-17,10.0,2016
Danny Green,10000000,2016-17,10.0,2016
Alec Burks,9904495,2016-17,9.9,2016
Omer Asik,9904494,2016-17,9.9,2016
Iman Shumpert,9662922,2016-17,9.66,2016
Matthew Dellavedova,9607500,2016-17,9.61,2016
Jerryd Bayless,9424084,2016-17,9.42,2016
Trevor Booker,9250000,2016-17,9.25,2016
Meyers Leonard,9213484,2016-17,9.21,2016
Gerald Henderson,9000000,2016-17,9.0,2016
Moe Harkless,8988764,2016-17,8.99,2016
Taj Gibson,8950000,2016-17,8.95,2016
E'Twaun Moore,8801363,2016-17,8.8,2016
Kris Humphries,8630000,2016-17,8.63,2016
Ersan Ilyasova,8400000,2016-17,8.4,2016
Dwight Powell,8375000,2016-17,8.38,2016
Avery Bradley,8269663,2016-17,8.27,2016
Tiago Splitter,8250000,2016-17,8.25,2016
Darrell Arthur,8070175,2016-17,8.07,2016
Kosta Koufos,8046500,2016-17,8.05,2016
Tyler Zeller,8000000,2016-17,8.0,2016
Jeff Teague,8000000,2016-17,8.0,2016
Kevin Garnett,8000000,2016-17,8.0,2016
Garrett Temple,8000000,2016-17,8.0,2016
Anthony Tolliver,8000000,2016-17,8.0,2016
George Hill,8000000,2016-17,8.0,2016
Channing Frye,7806971,2016-17,7.81,2016
Trevor Ariza,7800000,2016-17,7.8,2016
Jose Calderon,7708427,2016-17,7.71,2016
Al-Farouq Aminu,7680965,2016-17,7.68,2016
Cole Aldrich,7643979,2016-17,7.64,2016
Corey Brewer,7612172,2016-17,7.61,2016
Festus Ezeli,7400000,2016-17,7.4,2016
Markieff Morris,7400000,2016-17,7.4,2016
JJ Redick,7377500,2016-17,7.38,2016
Cory Joseph,7315000,2016-17,7.32,2016
DJ Augustin,7250000,2016-17,7.25,2016
Jeremy Lamb,7000000,2016-17,7.0,2016
Louis Williams,7000000,2016-17,7.0,2016
Rodney Stuckey,7000000,2016-17,7.0,2016
Boris Diaw,7000000,2016-17,7.0,2016
Sergio Rodriguez,6800000,2016-17,6.8,2016
Carl Landry,6750000,2016-17,6.75,2016
Ed Davis,6666667,2016-17,6.67,2016
Isaiah Thomas,6587131,2016-17,6.59,2016
Victor Oladipo,6552960,2016-17,6.55,2016
Jodie Meeks,6540000,2016-17,6.54,2016
Matt Barnes,6508351,2016-17,6.51,2016
Aron Baynes,6500000,2016-17,6.5,2016
Marco Belinelli,6333333,2016-17,6.33,2016
Jae Crowder,6286408,2016-17,6.29,2016
Tarik Black,6191000,2016-17,6.19,2016
Lance Thomas,6191000,2016-17,6.19,2016
Andrew Nicholson,6088993,2016-17,6.09,2016
Patrick Patterson,6050000,2016-17,6.05,2016
Andrew Wiggins,6006600,2016-17,6.01,2016
Ramon Sessions,6000000,2016-17,6.0,2016
Ishmael Smith,6000000,2016-17,6.0,2016
Patrick Beverley,6000000,2016-17,6.0,2016
Wayne Ellington,6000000,2016-17,6.0,2016
Alex Abrines,5994764,2016-17,5.99,2016
Karl-Anthony Towns,5960160,2016-17,5.96,2016
Ben Simmons,5903160,2016-17,5.9,2016
Otto Porter,5893981,2016-17,5.89,2016
Nikola Mirotic,5782450,2016-17,5.78,2016
Shaun Livingston,5782450,2016-17,5.78,2016
Josh McRoberts,5782450,2016-17,5.78,2016
Spencer Hawes,5782450,2016-17,5.78,2016
Brandan Wright,5709880,2016-17,5.71,2016
Tim Duncan,5643750,2016-17,5.64,2016
Boban Marjanovic,5628000,2016-17,5.63,2016
Wesley Johnson,5628000,2016-17,5.63,2016
Tyler Johnson,5628000,2016-17,5.63,2016
Jared Sullinger,5628000,2016-17,5.63,2016
Brandon Jennings,5587318,2016-17,5.59,2016
Nick Young,5443918,2016-17,5.44,2016
Jabari Parker,5374320,2016-17,5.37,2016
Lance Stephenson,5371672,2016-17,5.37,2016
D'Angelo Russell,5332800,2016-17,5.33,2016
Josh Smith,5331729,2016-17,5.33,2016
Cody Zeller,5318313,2016-17,5.32,2016
PJ Tucker,5300000,2016-17,5.3,2016
Brandon Ingram,5281680,2016-17,5.28,2016
Kyle Korver,5239437,2016-17,5.24,2016
Darren Collison,5229454,2016-17,5.23,2016
Larry Sanders,5207722,2016-17,5.21,2016
Langston Galloway,5200000,2016-17,5.2,2016
Derrick Williams,5020145,2016-17,5.02,2016
Jonas Jerebko,5000000,2016-17,5.0,2016
Luis Scola,5000000,2016-17,5.0,2016
Roy Hibbert,5000000,2016-17,5.0,2016
Tony Allen,5000000,2016-17,5.0,2016
CJ Watson,5000000,2016-17,5.0,2016
Jason Smith,5000000,2016-17,5.0,2016
Alexis Ajinca,4863206,2016-17,4.86,2016
Mike Dunleavy,4837500,2016-17,4.84,2016
Kyle Singler,4837500,2016-17,4.84,2016
Joel Embiid,4826160,2016-17,4.83,2016
Alex Len,4823621,2016-17,4.82,2016
Jahlil Okafor,4788840,2016-17,4.79,2016
Jaylen Brown,4743000,2016-17,4.74,2016
Marcus Morris,4625000,2016-17,4.62,2016
CJ Miles,4583450,2016-17,4.58,2016
Jameer Nelson,4540525,2016-17,4.54,2016
Nerlens Noel,4384490,2016-17,4.38,2016
Aaron Gordon,4351320,2016-17,4.35,2016
Greivis Vasquez,4347826,2016-17,4.35,2016
Kristaps Porzingis,4317720,2016-17,4.32,2016
Dragan Bender,4276320,2016-17,4.28,2016
Vince Carter,4264057,2016-17,4.26,2016
Devin Harris,4227996,2016-17,4.23,2016
Jose Juan Barea,4096950,2016-17,4.1,2016
Ben McLemore,4008882,2016-17,4.01,2016
Thabo Sefolosha,4000000,2016-17,4.0,2016
James Johnson,4000000,2016-17,4.0,2016
Udonis Haslem,4000000,2016-17,4.0,2016
Jordan Hill,4000000,2016-17,4.0,2016
Leandro Barbosa,4000000,2016-17,4.0,2016
Dante Exum,3940320,2016-17,3.94,2016
Kyle O'Quinn,3918750,2016-17,3.92,2016
Mario Hezonja,3909840,2016-17,3.91,2016
Kris Dunn,3872520,2016-17,3.87,2016
Nemanja Bjelica,3800000,2016-17,3.8,2016
Nick Collison,3750000,2016-17,3.75,2016
Kentavious Caldwell-Pope,3678319,2016-17,3.68,2016
Quincy Pondexter,3617978,2016-17,3.62,2016
Marcus Smart,3578880,2016-17,3.58,2016
Bojan Bogdanovic,3573020,2016-17,3.57,2016
Willie Cauley-Stein,3551160,2016-17,3.55,2016
Will Barton,3533333,2016-17,3.53,2016
Paul Pierce,3527920,2016-17,3.53,2016
Buddy Hield,3517200,2016-17,3.52,2016
Mike Miller,3500000,2016-17,3.5,2016
Lavoy Allen,3500000,2016-17,3.5,2016
Brandon Rush,3500000,2016-17,3.5,2016
Anthony Morrow,3488000,2016-17,3.49,2016
Trey Burke,3386597,2016-17,3.39,2016
Kevin Martin,3336000,2016-17,3.34,2016
KJ McDaniels,3333333,2016-17,3.33,2016
Mike Scott,3333333,2016-17,3.33,2016
Troy Daniels,3332940,2016-17,3.33,2016
Julius Randle,3267120,2016-17,3.27,2016
Ronnie Price,3251227,2016-17,3.25,2016
Emmanuel Mudiay,3241800,2016-17,3.24,2016
CJ McCollum,3219579,2016-17,3.22,2016
Jamal Murray,3210840,2016-17,3.21,2016
Patrick Mills,3200000,2016-17,3.2,2016
Michael Carter-Williams,3183526,2016-17,3.18,2016
Omri Casspi,3149524,2016-17,3.15,2016
Steven Adams,3140517,2016-17,3.14,2016
Kelly Olynyk,3094013,2016-17,3.09,2016
Shabazz Muhammad,3046299,2016-17,3.05,2016
Justin Hamilton,3000000,2016-17,3.0,2016
Dante Cunningham,3000000,2016-17,3.0,2016
Giannis Antetokounmpo,2995420,2016-17,3.0,2016
Nik Stauskas,2993040,2016-17,2.99,2016
Stanley Johnson,2969880,2016-17,2.97,2016
Quincy Acy,2965505,2016-17,2.97,2016
Marquese Chriss,2941440,2016-17,2.94,2016
Seth Curry,2898000,2016-17,2.9,2016
Zaza Pachulia,2898000,2016-17,2.9,2016
Nenê,2898000,2016-17,2.9,2016
James Ennis,2898000,2016-17,2.9,2016
Dion Waiters,2898000,2016-17,2.9,2016
Mindaugas Kuzminskas,2898000,2016-17,2.9,2016
Dewayne Dedmon,2898000,2016-17,2.9,2016
Tomas Satoransky,2870813,2016-17,2.87,2016
Tibor Pleiss,2800000,2016-17,2.8,2016
Noah Vonleh,2751360,2016-17,2.75,2016
Frank Kaminsky,2730000,2016-17,2.73,2016
Dennis Schroeder,2708582,2016-17,2.71,2016
Jakob Poeltl,2703960,2016-17,2.7,2016
Aaron Brooks,2700000,2016-17,2.7,2016
Elfrid Payton,2613600,2016-17,2.61,2016
Justise Winslow,2593440,2016-17,2.59,2016
Thon Maker,2568600,2016-17,2.57,2016
Malcolm Delaney,2500000,2016-17,2.5,2016
Randy Foye,2500000,2016-17,2.5,2016
Richard Jefferson,2500000,2016-17,2.5,2016
Martell Webster,2500000,2016-17,2.5,2016
Doug McDermott,2483040,2016-17,2.48,2016
Domantas Sabonis,2440200,2016-17,2.44,2016
Shelvin Mack,2433334,2016-17,2.43,2016
Myles Turner,2380440,2016-17,2.38,2016
Tony Snell,2368327,2016-17,2.37,2016
Archie Goodwin,2350999,2016-17,2.35,2016
Gorgui Dieng,2348782,2016-17,2.35,2016
Trey Lyles,2340600,2016-17,2.34,2016
Mason Plumlee,2328530,2016-17,2.33,2016
Taurean Prince,2318280,2016-17,2.32,2016
Dario Saric,2318280,2016-17,2.32,2016
Tim Hardaway Jr,2281605,2016-17,2.28,2016
Reggie Bullock,2255644,2016-17,2.26,2016
Alonzo Gee,2255408,2016-17,2.26,2016
Zach LaVine,2240880,2016-17,2.24,2016
Devin Booker,2223600,2016-17,2.22,2016
Luc Mbah a Moute,2203000,2016-17,2.2,2016
Georgios Papagiannis,2202240,2016-17,2.2,2016
Maurice Williams,2194500,2016-17,2.19,2016
Andre Roberson,2183072,2016-17,2.18,2016
TJ Warren,2128920,2016-17,2.13,2016
Rudy Gobert,2121287,2016-17,2.12,2016
Cameron Payne,2112480,2016-17,2.11,2016
Joe Ingles,2100000,2016-17,2.1,2016
Denzel Valentine,2092200,2016-17,2.09,2016
Tim Frazier,2090000,2016-17,2.09,2016
Adreian Payne,2022240,2016-17,2.02,2016
Kelly Oubre,2006640,2016-17,2.01,2016
Juan Hernangomez,1987440,2016-17,1.99,2016
Jusuf Nurkic,1921320,2016-17,1.92,2016
Lucas Nogueira,1921320,2016-17,1.92,2016
Terry Rozier,1906440,2016-17,1.91,2016
James Young,1825200,2016-17,1.83,2016
Rashad Vaughn,1811040,2016-17,1.81,2016
Kevin Seraphin,1800000,2016-17,1.8,2016
Wade Baldwin,1793760,2016-17,1.79,2016
Tyler Ennis,1733880,2016-17,1.73,2016
Sam Dekker,1720560,2016-17,1.72,2016
Joffrey Lauvergne,1709719,2016-17,1.71,2016
Henry Ellenson,1704120,2016-17,1.7,2016
Gary Harris,1655880,2016-17,1.66,2016
Jerian Grant,1643040,2016-17,1.64,2016
Malik Beasley,1627320,2016-17,1.63,2016
RJ Hunter,1625240,2016-17,1.63,2016
Bruno Caboclo,1589640,2016-17,1.59,2016
Delon Wright,1577280,2016-17,1.58,2016
Jarrett Jack,1571705,2016-17,1.57,2016
Caris LeVert,1562280,2016-17,1.56,2016
Chris Andersen,1551659,2016-17,1.55,2016
James Jones,1551659,2016-17,1.55,2016
David West,1551659,2016-17,1.55,2016
Raymond Felton,1551659,2016-17,1.55,2016
Brandon Bass,1551659,2016-17,1.55,2016
Metta World Peace,1551659,2016-17,1.55,2016
Jason Terry,1551659,2016-17,1.55,2016
Steve Novak,1551659,2016-17,1.55,2016
Caron Butler,1551659,2016-17,1.55,2016
David Lee,1551659,2016-17,1.55,2016
Mitch McGary,1526040,2016-17,1.53,2016
Justin Anderson,1514160,2016-17,1.51,2016
Marcelo Huertas,1500000,2016-17,1.5,2016
DeAndre Bembry,1499760,2016-17,1.5,2016
Jordan Adams,1465080,2016-17,1.47,2016
Demetrius Jackson,1450000,2016-17,1.45,2016
Malachi Richardson,1439880,2016-17,1.44,2016
Gerald Green,1410598,2016-17,1.41,2016
Sasha Vujacic,1410598,2016-17,1.41,2016
Rodney Hood,1406520,2016-17,1.41,2016
Bobby Portis,1404600,2016-17,1.4,2016
JaVale McGee,1403611,2016-17,1.4,2016
Marreese Speights,1403611,2016-17,1.4,2016
Michael Beasley,1403611,2016-17,1.4,2016
Rondae Hollis-Jefferson,1395600,2016-17,1.4,2016
Willy Hernangomez,1375000,2016-17,1.38,2016
Deyonta Davis,1369229,2016-17,1.37,2016
Nikola Jokic,1358500,2016-17,1.36,2016
Shabazz Napier,1350120,2016-17,1.35,2016
Tyus Jones,1339680,2016-17,1.34,2016
Sasha Kaun,1333420,2016-17,1.33,2016
Timothe Luwawu,1326960,2016-17,1.33,2016
Alan Anderson,1315448,2016-17,1.32,2016
Ty Lawson,1315448,2016-17,1.32,2016
Marcus Thornton,1315448,2016-17,1.32,2016
Clint Capela,1296240,2016-17,1.3,2016
Jarell Martin,1286160,2016-17,1.29,2016
Brice Johnson,1273920,2016-17,1.27,2016
Jeremy Evans,1227286,2016-17,1.23,2016
Luke Babbitt,1227286,2016-17,1.23,2016
Jordan Mickey,1223653,2016-17,1.22,2016
CJ Wilcox,1209600,2016-17,1.21,2016
Larry Nance Jr,1207680,2016-17,1.21,2016
Terrence Jones,1207194,2016-17,1.21,2016
Pascal Siakam,1196040,2016-17,1.2,2016
Kyle Anderson,1192080,2016-17,1.19,2016
Josh Huestis,1191480,2016-17,1.19,2016
Chris McCullough,1191480,2016-17,1.19,2016
Skal Labissiere,1188840,2016-17,1.19,2016
Livio Jean-Charles,1188840,2016-17,1.19,2016
Kevon Looney,1182840,2016-17,1.18,2016
Dejounte Murray,1180080,2016-17,1.18,2016
Damian Jones,1171560,2016-17,1.17,2016
Hollis Thompson,1131040,2016-17,1.13,2016
Isaiah Whitehead,1074145,2016-17,1.07,2016
Joseph Young,1052342,2016-17,1.05,2016
Rakeem Christmas,1052342,2016-17,1.05,2016
Brian Roberts,1050961,2016-17,1.05,2016
Pablo Prigioni,1050961,2016-17,1.05,2016
Thomas Robinson,1050961,2016-17,1.05,2016
John Jenkins,1050961,2016-17,1.05,2016
Glenn Robinson III,1050500,2016-17,1.05,2016
Montrezl Harrell,1045000,2016-17,1.04,2016
Ivica Zubac,1034865,2016-17,1.03,2016
Richaun Holmes,1024000,2016-17,1.02,2016
Anthony Brown,1023838,2016-17,1.02,2016
Mike Muscala,1015696,2016-17,1.02,2016
Anthony Bennett,1015696,2016-17,1.02,2016
Isaiah Canaan,1015696,2016-17,1.02,2016
Ian Clark,1015696,2016-17,1.02,2016
Justin Holiday,1015696,2016-17,1.02,2016
Robert Covington,1015696,2016-17,1.02,2016
Jeff Withey,1015696,2016-17,1.02,2016
DeAndre Liggins,1015695,2016-17,1.02,2016
Walter Tavares,1006000,2016-17,1.01,2016
Joe Harris,980431,2016-17,0.98,2016
Sean Kilpatrick,980431,2016-17,0.98,2016
Nick Johnson,980431,2016-17,0.98,2016
Beno Udrih,980431,2016-17,0.98,2016
