,season,name,shoots,position,salary
4525,2015-16,Orlando Johnson,Right,Shooting Guard,55722
4526,2015-16,Stanley Johnson,Right,Small Forward,2841960
4527,2016-17,Stanley Johnson,Right,Small Forward,2969880
4528,2017-18,Stanley Johnson,Right,Small Forward,3097800
4529,2008-09,Trey Johnson,Right,Shooting Guard,187258
4530,2010-11,Trey Johnson,Right,Shooting Guard,89670
4531,2014-15,Tyler Johnson,Left,Shooting Guard and Point Guard,507336
4532,2015-16,Tyler Johnson,Left,Shooting Guard and Point Guard,845059
4533,2016-17,Tyler Johnson,Left,Shooting Guard and Point Guard,5628000
4534,2017-18,Tyler Johnson,Left,Shooting Guard and Point Guard,5881260
4535,2010-11,Wesley Johnson,Right,Shooting Guard and Small Forward,3726600
4536,2011-12,Wesley Johnson,Right,Shooting Guard and Small Forward,4006080
4537,2012-13,Wesley Johnson,Right,Shooting Guard and Small Forward,4285560
4538,2013-14,Wesley Johnson,Right,Shooting Guard and Small Forward,916099
4539,2014-15,Wesley Johnson,Right,Shooting Guard and Small Forward,981084
4540,2015-16,Wesley Johnson,Right,Shooting Guard and Small Forward,1100600
4541,2016-17,Wesley Johnson,Right,Shooting Guard and Small Forward,5628000
4542,2017-18,Wesley Johnson,Right,Shooting Guard and Small Forward,5881260
4543,2012-13,Darius Johnson-Odom,Left,Shooting Guard,192228
4544,2015-16,Nikola Jokic,Right,Center,1300000
4545,2016-17,Nikola Jokic,Right,Center,1358500
4546,2017-18,Nikola Jokic,Right,Center,1471382
4547,2001-02,Alvin Jones,Right,Center,332817
4548,2006-07,Bobby Jones,Right,Small Forward,412718
4549,2007-08,Bobby Jones,Right,Small Forward,687456
4550,2007-08,Bobby Jones,Right,Small Forward,85932
4551,1999-00,Charles Jones,Right,Shooting Guard and Point Guard,385000
4552,2003-04,Dahntay Jones,Right,Small Forward and Shooting Guard,1063680
4553,2004-05,Dahntay Jones,Right,Small Forward and Shooting Guard,1143360
4554,2005-06,Dahntay Jones,Right,Small Forward and Shooting Guard,1223160
4555,2006-07,Dahntay Jones,Right,Small Forward and Shooting Guard,1886113
4556,2007-08,Dahntay Jones,Right,Small Forward and Shooting Guard,753767
4557,2008-09,Dahntay Jones,Right,Small Forward and Shooting Guard,926678
4558,2009-10,Dahntay Jones,Right,Small Forward and Shooting Guard,2500000
4559,2010-11,Dahntay Jones,Right,Small Forward and Shooting Guard,2500000
4560,2011-12,Dahntay Jones,Right,Small Forward and Shooting Guard,2700000
4561,2012-13,Dahntay Jones,Right,Small Forward and Shooting Guard,2900000
4562,2014-15,Dahntay Jones,Right,Small Forward and Shooting Guard,387632
4563,2015-16,Dahntay Jones,Right,Small Forward and Shooting Guard,8819
4564,2016-17,Dahntay Jones,Right,Small Forward and Shooting Guard,24022
4565,2016-17,Damian Jones,Right,Center,1171560
4566,2017-18,Damian Jones,Right,Center,1312611
4567,1999-00,Damon Jones,Right,Shooting Guard and Point Guard,106441
4568,1999-00,Damon Jones,Right,Shooting Guard and Point Guard,70206
4569,2000-01,Damon Jones,Right,Shooting Guard and Point Guard,710000
4570,2001-02,Damon Jones,Right,Shooting Guard and Point Guard,565850
4571,2002-03,Damon Jones,Right,Shooting Guard and Point Guard,637435
4572,2003-04,Damon Jones,Right,Shooting Guard and Point Guard,751179
4573,2004-05,Damon Jones,Right,Shooting Guard and Point Guard,2503000
4574,2005-06,Damon Jones,Right,Shooting Guard and Point Guard,3590000
4575,2006-07,Damon Jones,Right,Shooting Guard and Point Guard,3884678
4576,2007-08,Damon Jones,Right,Shooting Guard and Point Guard,4172432
4577,2008-09,Damon Jones,Right,Shooting Guard and Point Guard,4460186
4578,2012-13,DeQuan Jones,Right,Small Forward,473504
4579,2010-11,Dominique Jones,Right,Point Guard and Shooting Guard,1110120
4580,2011-12,Dominique Jones,Right,Point Guard and Shooting Guard,1193280
4581,2012-13,Dominique Jones,Right,Point Guard and Shooting Guard,1276560
4582,2005-06,Dwayne Jones,Right,Power Forward,398762
4583,2006-07,Dwayne Jones,Right,Power Forward,664209
4584,2007-08,Dwayne Jones,Right,Power Forward,770610
4585,2008-09,Dwayne Jones,Right,Power Forward,46812
4586,1999-00,Eddie Jones,Right,Small Forward and Shooting Guard,2500000
4587,2000-01,Eddie Jones,Right,Small Forward and Shooting Guard,8960000
4588,2001-02,Eddie Jones,Right,Small Forward and Shooting Guard,10091250
4589,2002-03,Eddie Jones,Right,Small Forward and Shooting Guard,11212500
4590,2003-04,Eddie Jones,Right,Small Forward and Shooting Guard,12333750
4591,2004-05,Eddie Jones,Right,Small Forward and Shooting Guard,13455000
4592,2005-06,Eddie Jones,Right,Small Forward and Shooting Guard,14576250
4593,2006-07,Eddie Jones,Right,Small Forward and Shooting Guard,14863778
4594,2006-07,Eddie Jones,Right,Small Forward and Shooting Guard,531694
4595,2007-08,Eddie Jones,Right,Small Forward and Shooting Guard,1830000
4596,2008-09,Eddie Jones,Right,Small Forward and Shooting Guard,2000000
4597,2002-03,Fred Jones,Right,Small Forward and Shooting Guard,1367400
4598,2003-04,Fred Jones,Right,Small Forward and Shooting Guard,1506000
4599,2004-05,Fred Jones,Right,Small Forward and Shooting Guard,1572480
4600,2005-06,Fred Jones,Right,Small Forward and Shooting Guard,2328843
4601,2006-07,Fred Jones,Right,Small Forward and Shooting Guard,3100000
4602,2007-08,Fred Jones,Right,Small Forward and Shooting Guard,3300000
4603,2008-09,Fred Jones,Right,Small Forward and Shooting Guard,622531
4604,2003-04,James Jones,Right,Shooting Guard and Small Forward,366931
4605,2004-05,James Jones,Right,Shooting Guard and Small Forward,620046
4606,2005-06,James Jones,Right,Shooting Guard and Small Forward,2400000
4607,2006-07,James Jones,Right,Shooting Guard and Small Forward,2650000
4608,2007-08,James Jones,Right,Shooting Guard and Small Forward,2900000
4609,2008-09,James Jones,Right,Shooting Guard and Small Forward,4010000
4610,2009-10,James Jones,Right,Shooting Guard and Small Forward,4320000
4611,2010-11,James Jones,Right,Shooting Guard and Small Forward,1069509
4612,2011-12,James Jones,Right,Shooting Guard and Small Forward,1500000
4613,2012-13,James Jones,Right,Shooting Guard and Small Forward,1500000
4614,2014-15,James Jones,Right,Shooting Guard and Small Forward,1448490
4615,2015-16,James Jones,Right,Shooting Guard and Small Forward,1499000
4616,2016-17,James Jones,Right,Shooting Guard and Small Forward,1551659
4617,1999-00,Jumaine Jones,Right,Small Forward and Shooting Guard and Power Forward,684000
4618,2000-01,Jumaine Jones,Right,Small Forward and Shooting Guard and Power Forward,735600
4619,2001-02,Jumaine Jones,Right,Small Forward and Shooting Guard and Power Forward,786600
4620,2002-03,Jumaine Jones,Right,Small Forward and Shooting Guard and Power Forward,1419026
4621,2003-04,Jumaine Jones,Right,Small Forward and Shooting Guard and Power Forward,1500000
4622,2004-05,Jumaine Jones,Right,Small Forward and Shooting Guard and Power Forward,1687500
4623,2005-06,Jumaine Jones,Right,Small Forward and Shooting Guard and Power Forward,1875000
4624,2006-07,Jumaine Jones,Right,Small Forward and Shooting Guard and Power Forward,998967
4625,2012-13,Kevin Jones,Right,Power Forward,390027
4626,2012-13,Perry Jones,Right,Small Forward and Power Forward,1035960
4627,2013-14,Perry Jones,Right,Small Forward and Power Forward,1082520
4628,2014-15,Perry Jones,Right,Small Forward and Power Forward,1129200
4629,2015-16,Perry Jones,Right,Small Forward and Power Forward,2038206
4630,1999-00,Popeye Jones,Right,Power Forward,2531250
4631,2000-01,Popeye Jones,Right,Power Forward,2812500
4632,2001-02,Popeye Jones,Right,Power Forward,1500000
4633,2002-03,Popeye Jones,Right,Power Forward,1030000
4634,2003-04,Popeye Jones,Right,Power Forward,1070000
4635,2006-07,Solomon Jones,Right,Center and Power Forward,675000
4636,2007-08,Solomon Jones,Right,Center and Power Forward,729000
4637,2008-09,Solomon Jones,Right,Center and Power Forward,797581
4638,2009-10,Solomon Jones,Right,Center and Power Forward,1620000
4639,2010-11,Solomon Jones,Right,Center and Power Forward,1500000
4640,2011-12,Solomon Jones,Right,Center and Power Forward,280234
4641,2011-12,Solomon Jones,Right,Center and Power Forward,160119
4642,2012-13,Terrence Jones,Left,Power Forward,1485000
4643,2013-14,Terrence Jones,Left,Power Forward,1551840
4644,2014-15,Terrence Jones,Left,Power Forward,1618680
4645,2015-16,Terrence Jones,Left,Power Forward,2489530
4646,2016-17,Terrence Jones,Left,Power Forward,1050961
4647,2016-17,Terrence Jones,Left,Power Forward,236457
4648,2015-16,Tyus Jones,Right,Point Guard,1282080
4649,2016-17,Tyus Jones,Right,Point Guard,1339680
4650,2017-18,Tyus Jones,Right,Point Guard,1471382
4651,2008-09,DeAndre Jordan,Left,Center,550000
4652,2009-10,DeAndre Jordan,Left,Center,736420
4653,2010-11,DeAndre Jordan,Left,Center,854389
4654,2011-12,DeAndre Jordan,Left,Center,10079404
4655,2012-13,DeAndre Jordan,Left,Center,10532977
4656,2013-14,DeAndre Jordan,Left,Center,10986550
4657,2014-15,DeAndre Jordan,Left,Center,11440124
4658,2015-16,DeAndre Jordan,Left,Center,19500000
4659,2016-17,DeAndre Jordan,Left,Center,21165675
4660,2017-18,DeAndre Jordan,Left,Center,22642350
4661,2011-12,Jerome Jordan,Right,Center,473604
4662,2014-15,Jerome Jordan,Right,Center,915243
4663,2001-02,Michael Jordan,Right,Small Forward and Shooting Guard,1000000
4664,2002-03,Michael Jordan,Right,Small Forward and Shooting Guard,1030000
4665,1999-00,Reggie Jordan,Left,Shooting Guard and Point Guard,510000
4666,2011-12,Cory Joseph,Right,Point Guard and Shooting Guard,1028400
4667,2012-13,Cory Joseph,Right,Point Guard and Shooting Guard,1105560
4668,2013-14,Cory Joseph,Right,Point Guard and Shooting Guard,1120920
4669,2014-15,Cory Joseph,Right,Point Guard and Shooting Guard,2023261
4670,2015-16,Cory Joseph,Right,Point Guard and Shooting Guard,7000000
4671,2016-17,Cory Joseph,Right,Point Guard and Shooting Guard,7330000
4672,2017-18,Cory Joseph,Right,Point Guard and Shooting Guard,7630000
4673,2000-01,Garth Joseph,Right,Center,316969
4674,2012-13,Kris Joseph,Right,Small Forward,189442
4675,2003-04,Chris Kaman,Right,Center,2394600
4676,2004-05,Chris Kaman,Right,Center,2574240
4677,2005-06,Chris Kaman,Right,Center,2753760
4678,2006-07,Chris Kaman,Right,Center,3491768
4679,2007-08,Chris Kaman,Right,Center,8600000
4680,2008-09,Chris Kaman,Right,Center,9500000
4681,2009-10,Chris Kaman,Right,Center,10400000
4682,2010-11,Chris Kaman,Right,Center,11800000
4683,2011-12,Chris Kaman,Right,Center,14030000
4684,2012-13,Chris Kaman,Right,Center,8000000
4685,2013-14,Chris Kaman,Right,Center,3183000
4686,2014-15,Chris Kaman,Right,Center,4800000
4687,2015-16,Chris Kaman,Right,Center,5000000
4688,2015-16,Frank Kaminsky,Right,Center and Power Forward,2612500
4689,2016-17,Frank Kaminsky,Right,Center and Power Forward,2730000
4690,2017-18,Frank Kaminsky,Right,Center and Power Forward,2847600
4691,2011-12,Enes Kanter,Right,Center,4133280
4692,2012-13,Enes Kanter,Right,Center,4443360
4693,2013-14,Enes Kanter,Right,Center,4505280
4694,2014-15,Enes Kanter,Right,Center,5694674
4695,2015-16,Enes Kanter,Right,Center,16400000
4696,2016-17,Enes Kanter,Right,Center,17145838
4697,2017-18,Enes Kanter,Right,Center,20566802
4698,2003-04,Jason Kapono,Right,Small Forward and Shooting Guard,366931
4699,2004-05,Jason Kapono,Right,Small Forward and Shooting Guard,620046
4700,2005-06,Jason Kapono,Right,Small Forward and Shooting Guard,1100000
4701,2006-07,Jason Kapono,Right,Small Forward and Shooting Guard,1188000
4702,2007-08,Jason Kapono,Right,Small Forward and Shooting Guard,5356000
4703,2008-09,Jason Kapono,Right,Small Forward and Shooting Guard,5784480
4704,2009-10,Jason Kapono,Right,Small Forward and Shooting Guard,6212960
4705,2010-11,Jason Kapono,Right,Small Forward and Shooting Guard,6641440
4706,2011-12,Jason Kapono,Right,Small Forward and Shooting Guard,1223166
4707,2013-14,Sergey Karasev,Left,Shooting Guard and Small Forward,1467840
4708,2014-15,Sergey Karasev,Left,Shooting Guard and Small Forward,1533840
4709,2015-16,Sergey Karasev,Left,Shooting Guard and Small Forward,1599840
4710,2007-08,Coby Karl,Right,Shooting Guard and Small Forward,427163
4711,2009-10,Coby Karl,Right,Shooting Guard and Small Forward,311896
4712,2009-10,Coby Karl,Right,Shooting Guard and Small Forward,43319
4713,2004-05,Mario Kasun,Right,Center,385277
4714,2005-06,Mario Kasun,Right,Center,682050
4715,2006-07,Mario Kasun,Right,Center,919551
4716,2015-16,Sasha Kaun,Right,Center,1300000
4717,2016-17,Sasha Kaun,Right,Center,1333420
4718,1999-00,Adam Keefe,Right,Center and Power Forward and Small Forward,3000000
4719,2000-01,Adam Keefe,Right,Center and Power Forward and Small Forward,3390000
4720,2014-15,Ryan Kelly,Right,Power Forward,1650000
4721,2015-16,Ryan Kelly,Right,Power Forward,1724250
4722,2016-17,Ryan Kelly,Right,Power Forward,418228
4723,1999-00,Shawn Kemp,Right,Center and Power Forward,10780000
4724,2000-01,Shawn Kemp,Right,Center and Power Forward,11720000
4725,2001-02,Shawn Kemp,Right,Center and Power Forward,12660000
4726,2002-03,Shawn Kemp,Right,Center and Power Forward,12621028
4727,2002-03,Shawn Kemp,Right,Center and Power Forward,1030000
4728,2003-04,Shawn Kemp,Right,Center and Power Forward,14941935
4729,2017-18,Luke Kennard,Left,Shooting Guard,2759280
4730,2016-17,D.J. Kennedy,Left,Small Forward,50000
4731,1999-00,Jonathan Kerner,Right,Center,5000
4732,2000-01,Jonathan Kerner,Right,Center,423500
4733,1999-00,Steve Kerr,Right,Shooting Guard and Point Guard,1968750
4734,2000-01,Steve Kerr,Right,Shooting Guard and Point Guard,2200000
4735,2001-02,Steve Kerr,Right,Shooting Guard and Point Guard,2406250
4736,2002-03,Steve Kerr,Right,Shooting Guard and Point Guard,2625000
4737,1999-00,Jerome Kersey,Right,Small Forward,1000000
4738,2000-01,Jerome Kersey,Right,Small Forward,1000000
4739,1999-00,Lari Ketner,Right,Power Forward,92338
4740,2000-01,Lari Ketner,Right,Power Forward,423500
4741,2004-05,Viktor Khryapa,Right,Small Forward and Power Forward,1019400
4742,2005-06,Viktor Khryapa,Right,Small Forward and Power Forward,1095960
4743,2006-07,Viktor Khryapa,Right,Small Forward and Power Forward,1172400
4744,2007-08,Viktor Khryapa,Right,Small Forward and Power Forward,1928598
4745,1999-00,Jason Kidd,Right,Shooting Guard and Point Guard,6858335
4746,2000-01,Jason Kidd,Right,Shooting Guard and Point Guard,7680000
4747,2001-02,Jason Kidd,Right,Shooting Guard and Point Guard,8447500
4748,2002-03,Jason Kidd,Right,Shooting Guard and Point Guard,9265000
4749,2003-04,Jason Kidd,Right,Shooting Guard and Point Guard,13152000
4750,2004-05,Jason Kidd,Right,Shooting Guard and Point Guard,14796000
4751,2005-06,Jason Kidd,Right,Shooting Guard and Point Guard,16440000
4752,2006-07,Jason Kidd,Right,Shooting Guard and Point Guard,18084000
4753,2007-08,Jason Kidd,Right,Shooting Guard and Point Guard,19728000
4754,2008-09,Jason Kidd,Right,Shooting Guard and Point Guard,21372000
4755,2009-10,Jason Kidd,Right,Shooting Guard and Point Guard,8000000
4756,2010-11,Jason Kidd,Right,Shooting Guard and Point Guard,8610500
4757,2011-12,Jason Kidd,Right,Shooting Guard and Point Guard,10121000
4758,2012-13,Jason Kidd,Right,Shooting Guard and Point Guard,3090000
4759,2012-13,Michael Kidd-Gilchrist,Right,Small Forward and Power Forward,4602720
4760,2013-14,Michael Kidd-Gilchrist,Right,Small Forward and Power Forward,4809840
4761,2014-15,Michael Kidd-Gilchrist,Right,Small Forward and Power Forward,5016960
4762,2015-16,Michael Kidd-Gilchrist,Right,Small Forward and Power Forward,6331404
4763,2016-17,Michael Kidd-Gilchrist,Right,Small Forward and Power Forward,13000000
4764,2017-18,Michael Kidd-Gilchrist,Right,Small Forward and Power Forward,13000000
4765,2014-15,Sean Kilpatrick,Right,Shooting Guard,35000
4766,2014-15,Sean Kilpatrick,Right,Shooting Guard,29843
4767,2015-16,Sean Kilpatrick,Right,Shooting Guard,320594
4768,2015-16,Sean Kilpatrick,Right,Shooting Guard,99418
4769,2016-17,Sean Kilpatrick,Right,Shooting Guard,980431
4770,2017-18,Sean Kilpatrick,Right,Shooting Guard,2163006
4771,2017-18,Sean Kilpatrick,Right,Shooting Guard,1524305
4772,2017-18,Sean Kilpatrick,Right,Shooting Guard,789725
4773,2017-18,Sean Kilpatrick,Right,Shooting Guard,166258
4774,1999-00,Gerard King,Right,Small Forward,460000
4775,2000-01,Gerard King,Right,Small Forward,489500
4776,2006-07,Tarence Kinsey,Right,Shooting Guard,412718
4777,2007-08,Tarence Kinsey,Right,Shooting Guard,219533
4778,2008-09,Tarence Kinsey,Right,Shooting Guard,797581
4779,1999-00,Andrei Kirilenko,Right,Small Forward and Power Forward,632400
4780,2001-02,Andrei Kirilenko,Right,Small Forward and Power Forward,831120
4781,2002-03,Andrei Kirilenko,Right,Small Forward and Power Forward,893400
4782,2003-04,Andrei Kirilenko,Right,Small Forward and Power Forward,955800
4783,2004-05,Andrei Kirilenko,Right,Small Forward and Power Forward,1671694
4784,2005-06,Andrei Kirilenko,Right,Small Forward and Power Forward,10983000
4785,2006-07,Andrei Kirilenko,Right,Small Forward and Power Forward,12364000
4786,2007-08,Andrei Kirilenko,Right,Small Forward and Power Forward,13735000
4787,2008-09,Andrei Kirilenko,Right,Small Forward and Power Forward,15106000
4788,2009-10,Andrei Kirilenko,Right,Small Forward and Power Forward,16452000
4789,2010-11,Andrei Kirilenko,Right,Small Forward and Power Forward,17823000
4790,2012-13,Andrei Kirilenko,Right,Small Forward and Power Forward,9779349
4791,2013-14,Andrei Kirilenko,Right,Small Forward and Power Forward,3183000
4792,2014-15,Andrei Kirilenko,Right,Small Forward and Power Forward,3326235
4793,2014-15,Alex Kirk,Right,Center,65000
4794,1999-00,Kerry Kittles,Right,Shooting Guard,7166666
4795,2000-01,Kerry Kittles,Right,Shooting Guard,7770000
4796,2001-02,Kerry Kittles,Right,Shooting Guard,8166667
4797,2002-03,Kerry Kittles,Right,Shooting Guard,8966667
4798,2003-04,Kerry Kittles,Right,Shooting Guard,9266666
